countrycode,countryname,region,regionname,adminregion,adminregionname,incomelevel,incomelevelname,lendingtype,lendingtypename,indicatorname,indicatorcode,yr1960,yr1961,yr1962,yr1963,yr1964,yr1965,yr1966,yr1967,yr1968,yr1969,yr1970,yr1971,yr1972,yr1973,yr1974,yr1975,yr1976,yr1977,yr1978,yr1979,yr1980,yr1981,yr1982,yr1983,yr1984,yr1985,yr1986,yr1987,yr1988,yr1989,yr1990,yr1991,yr1992,yr1993,yr1994,yr1995,yr1996,yr1997,yr1998,yr1999,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017,yr2018,yr2019,yr2020,yr2021,yr2022
FRA,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,15.493199,14.600986,14.179644,13.625728,14.152845,13.038039,13.385116,14.101654,13.955118,13.690178,14.015099,13.773675,13.558168,13.840624,13.516708,13.675809,13.383913,12.983686,12.707614,12.170634,11.9272,11.861521,12.460779,12.876137,13.37184,13.342345,13.203384,13.22651,12.618552,12.244323,12.210405,12.075427,11.858572,11.732275,11.626168,11.193042,10.779319,10.593706,10.722087,10.798164,10.887554,11.011799,11.123198,11.225428,11.262784,11.560425,11.613427,11.58878,11.436582,10.370984,
GBR,United Kingdom,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7043839,10.329119,10.605163,10.338129,10.837426,11.662625,11.691748,11.986559,12.275122,12.771836,12.694623,12.351981,12.428328,12.41826,12.495298,12.020553,12.067456,12.158782,11.530583,10.956086,12.170009,13.129689,13.068902,13.184034,13.293823,13.270446,13.321251,13.312434,13.256192,13.182602,12.437341,12.887733,
IDN,Indonesia,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IBD,IBRD,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,,,,,,,,,,,,2.6780033,2.5206783,4.3915548,6.3820753,4.6969261,5.4670968,5.7131338,6.1127992,6.1013732,6.2610149,5.480546,7.4762387,7.21766,6.1612082,6.0983953,5.0204268,6.3291245,,5.6146131,5.9437566,6.5753765,6.8727865,,,,6.2965493,5.3958864,5.3215852,5.3615527,5.9445648,6.1390343,5.930994,5.9214096,5.4127207,5.6300735,5.6542244,5.3502088,4.9150848,5.3297358,
IND,India,SAS,South Asia,SAS,South Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,,,7.4800472,8.0380802,7.974997,7.5799904,8.2253275,8.1965523,7.7847152,7.471436,7.1531849,7.7528753,7.4196177,7.5747108,7.4568462,7.4131451,7.2737284,7.3738723,6.9712801,6.9944296,6.645021,5.6460538,5.7586679,5.2309103,5.1364551,4.9074626,4.7296624,4.8009729,4.8479257,4.7675009,4.895061,4.9923759,4.928566,5.1640058,5.0832434,4.8181353,4.3684192,3.5367615,3.7820206,3.8098419,4.3383765,4.5881243,3.9153717,4.9352441,5.6942105,6.4188728,7.2091222,,,,
IRN,"Iran, Islamic Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,1.9005796,1.5119309,1.1153854,1.3334875,1.1244707,1.1821948,1.3448735,.83491498,.94461763,1.0499004,1.3194851,1.2546484,1.4232038,1.9446298,1.9027214,1.6972463,1.388235,1.087763,1.0968038,1.1543114,1.1203276,.62936902,.88543516,1.5356747,1.5016431,2.2383778,2.3527496,4.1684856,1.7692035,1.3255785,1.098519,1.1182011,.8615461,.95790482,.82079691,.78300965,.63137215,.94320375,,,,,,,,,,,,,
ITA,Italy,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.231156,13.244774,13.082119,12.244698,12.320012,10.447422,9.8879604,10.361626,10.886437,11.181109,10.524156,9.9584551,9.9336014,9.5047836,9.6176434,9.6598787,10.000492,9.823657,9.3617401,9.3786659,10.053407,10.245191,10.766801,10.769712,11.071286,10.996779,11.17229,11.181143,11.137245,11.19795,10.506089,11.388517,
JPN,Japan,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,"Korea, Rep",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,8.5474625,8.1753149,9.0692616,10.805782,10.753021,10.38118,10.054128,10.278095,10.402282,10.347042,10.198524,10.098316,9.2451191,8.6236811,8.19765,7.4295154,7.2916131,6.3376064,6.6860433,5.9123487,6.4043446,6.457737,6.491322,6.270185,6.5990238,6.6198149,5.8288713,6.8481331,7.2411213,7.4755707,7.3850031,7.2097111,6.6552134,6.6171031,6.4842196,6.5619516,6.4318819,6.2551537,6.3593969,6.1248283,6.7364807,6.3175139,6.1868825,5.9389553,6.3662977,6.4053059,6.5361791,6.2432966,6.1723032,6.353529,
MEX,Mexico,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,3.999974,4.3376865,5.0341434,6.3415833,5.724154,5.944313,5.8698511,6.1267328,8.1821899,8.1743927,9.4577541,13.121826,12.430508,12.096292,10.480256,11.95924,10.464361,10.38358,10.06547,9.4768572,8.7493496,6.4388018,6.2991405,7.2217011,7.6900754,7.7251968,6.746748,7.0102539,8.1770163,,,,,,,,4.7720122,4.7063804,4.978766,4.6610303,4.5957823,4.3308034,5.0863714,6.3049536,6.657423,5.9782014,6.0133357,6.3621912,6.9439654,6.65171,
MYS,Malaysia,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IBD,IBRD,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8823714,6.7316885,4.8353119,5.1191559,4.5809736,5.3285379,5.0175381,4.3003597,4.0506849,4.3835592,3.7088342,3.5460758,3.6964867,3.8837328,3.657249,3.573271,3.5170906,3.3851535,3.3021309,4.6866589,5.458333,5.1140962,3.429929,3.4770784,3.4437101,3.2767279,
NLD,Netherlands,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,,10.217174,9.1889696,9.7205544,10.082816,10.911214,10.973467,10.804168,10.700522,10.152647,10.021228,10.26298,10.403563,10.577598,10.956761,11.649442,11.560868,11.039226,11.122444,11.051486,11.096036,11.073127,11.086929,11.12149,11.457767,11.476871,11.51722,12.108698,11.849273,12.372763,12.213287,12.249221,12.348823,12.45742,12.652515,12.271873,12.049735,11.631247,11.583694,11.202326,10.925139,11.104146,11.35398,11.27785,11.868824,11.891756,12.045345,12.486581,12.679171,12.797521,
PHL,Philippines,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IBD,IBRD,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4697585,4.7719941,5.031836,5.1857734,5.3018045,4.9264956,5.4047761,5.7564802,4.9563236,4.8946738,4.4970007,4.2832689,4.0014834,3.9435029,3.7749586,3.699527,4.3104916,4.0172124,3.6492531,3.9148386,3.6300132,3.5363939,3.7976031,4.1793909,4.162745,4.2499394,4.2070627,4.4815593,4.6850753,4.834765,4.8099051,4.8792524,
RUS,Russian Federation,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6437254,9.1360188,11.418694,10.832802,10.456276,8.4733448,9.0068254,7.4259324,9.1717815,6.8696518,7.098187,6.7856421,6.9897857,6.9801421,6.7093673,7.0527453,6.960897,7.558753,7.8856578,8.322834,8.4713755,9.7158718,9.8574715,
SAU,Saudi Arabia,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1309577,.98074079,1.0186566,1.2289907,1.1136041,1.320828,1.0607293,1.502914,7.1491876,5.3273182,6.5876083,,
SGP,Singapore,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,3.9989128,3.8600874,3.4447436,3.5303206,3.4673426,3.8778288,3.828877,4.1155143,4.0988288,3.741107,3.9802442,4.0438528,4.0253353,3.8102086,3.69064,4.3069549,5.3102326,5.3152819,4.2673745,4.302444,4.4356947,4.6393218,5.6281171,5.5656948,5.0702887,4.8069224,4.2241054,4.8015003,4.9759502,4.770834,4.1426258,5.0837083,4.6741982,4.4557204,4.1499391,4.7490692,4.6834292,4.7037692,4.6534996,4.5619526,4.3993087,4.340023,4.4949226,4.4247413,4.5048919,4.2556229,4.047502,4.0044436,3.9161513,4.1564474,
THA,Thailand,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IBD,IBRD,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.854116,8.0731878,8.2907152,8.6547585,8.6914024,8.5897598,7.6224594,7.1504345,7.1366096,7.5237694,8.1150084,8.104063,8.6971674,8.2717199,8.0179567,7.7223525,7.4069557,8.5489101,8.8518887,8.3732328,9.8485365,9.1543636,9.6218195,9.2218399,9.0652065,8.9954252,8.5422697,8.750701,8.6574116,
TUR,Turkey,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,8.6187849,8.4568443,7.4636722,8.2682123,8.3931952,7.3170733,6.1505833,5.2737498,5.2183313,5.1261549,,5.0158758,3.7778769,4.8421726,5.4884267,5.8615289,5.4446945,5.0244575,5.5478449,6.0842085,6.6872301,7.1907763,8.6567049,8.8047123,10.617724,12.050635,8.5600281,,,,,,,,,,13.35745,13.814262,15.469929,15.050799,14.3142,15.589145,14.262768,14.843844,14.50088,13.771894,12.426392,11.820712,13.5185,12.658055,
USA,United States,NAC,North America,,,HIC,High income,LNX,Not classified,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.68839103,.65480232,.75129092,.68737906,.63979816,.64072758,.62940049,.61944073,.59654921,.55117792,.47702387,.45942944,.49253947,.47394684,.51609015,.5270406,.56218117,.59235394,.58883435,.55440283,.50016093,.56452048,.47548997,.43292117,.38397658,
VNM,Vietnam,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IBD,IBRD,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAF,South Africa,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,4.6553268,4.3280182,3.6650057,4.1827111,4.5942664,4.8170767,5.7802453,6.0381827,5.8037438,6.0246267,6.7483325,6.8226342,7.9899006,8.5439453,8.0899181,8.4271574,9.0663786,9.9575768,9.3319035,8.8554668,7.8406682,9.2092772,9.3270683,9.1011429,9.0703945,9.2258167,9.3444672,9.3974934,8.9467964,8.9332476,8.6013365,8.9826803,9.8328295,10.228021,10.496298,10.446738,9.5538788,9.0240288,9.9407635,9.7584667,10.238922,10.406114,10.742274,11.263624,10.894413,10.685102,11.086626,11.141719,10.537656,,
