countrycode,countryname,region,regionname,adminregion,adminregionname,incomelevel,incomelevelname,lendingtype,lendingtypename,indicatorname,indicatorcode,yr1960,yr1961,yr1962,yr1963,yr1964,yr1965,yr1966,yr1967,yr1968,yr1969,yr1970,yr1971,yr1972,yr1973,yr1974,yr1975,yr1976,yr1977,yr1978,yr1979,yr1980,yr1981,yr1982,yr1983,yr1984,yr1985,yr1986,yr1987,yr1988,yr1989,yr1990,yr1991,yr1992,yr1993,yr1994,yr1995,yr1996,yr1997,yr1998,yr1999,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017,yr2018,yr2019,yr2020,yr2021,yr2022
FRA,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,4.7103462,4.9369426,4.9319172,5.1112137,5.9221926,5.1238384,5.2740293,5.1487594,4.1352391,4.043828,67.43322,67.682419,67.198906,66.906693,67.396553,56.634686,57.331181,56.875198,57.952972,57.947968,58.230541,58.778797,59.309124,59.955986,59.900856,59.905285,60.396011,60.601608,60.641922,62.113091,63.272724,62.265144,62.950226,63.435902,64.214165,64.336716,64.189377,63.156315,64.201546,64.971092,66.032608,65.159988,
GBR,United Kingdom,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,28.684525,27.915287,26.415222,25.6063,26.849379,28.736029,29.466,30.093132,34.780495,36.432858,37.384861,35.488716,35.535133,36.684818,36.946587,36.700089,35.6954,34.733356,52.841656,58.390606,60.440933,59.043079,58.124908,52.408878,52.067806,51.549782,51.415874,51.631413,51.930603,51.417374,52.083744,52.811623,52.688259,52.125938,52.0149,51.468613,49.377312,51.49181,51.710884,51.756123,51.738197,52.634205,52.330349,52.929478,52.122375,50.314026,49.505627,49.914581,54.703049,50.5597,
IDN,Indonesia,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IBD,IBRD,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,19.069998,18.82353,16.649931,19.011524,18.01544,8.8268986,3.4325087,6.9738607,44.076038,41.169796,38.751354,37.804451,37.606121,40.837826,44.887569,,49.030224,53.824154,,,55.039181,56.099701,63.315418,,,,68.442261,60.411331,63.01672,66.122627,67.107925,65.524689,63.474083,54.648529,51.195965,50.359722,48.69207,49.599819,48.516895,46.776775,
IND,India,SAS,South Asia,SAS,South Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.736654,33.007168,33.852745,34.05442,33.280243,33.186604,32.830956,32.320213,27.388329,,,,42.620544,26.943581,25.496109,28.030548,31.25062,36.888222,32.291992,34.251999,36.987968,37.276836,38.828518,40.523563,37.734764,40.692318,42.665577,44.089882,44.648376,,,,
IRN,"Iran, Islamic Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.897676,24.089937,28.243116,30.678648,34.778099,35.34491,29.913021,29.692238,38.925064,36.820652,34.317104,,,,,,,,,,,,,
ITA,Italy,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.532269,35.541096,37.759163,40.689503,41.262951,41.722992,40.71917,41.64645,41.998531,42.827332,42.496452,41.911232,42.983898,42.708836,43.187386,44.715588,45.578445,45.709743,47.35199,48.256119,48.09029,48.140091,47.905968,48.407124,49.588982,49.916138,48.073833,
JPN,Japan,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,5.3900657,4.8172913,4.668921,4.203424,5.7867041,64.763901,,,,64.159904,63.678978,62.964142,63.106457,47.775963,62.897644,62.912247,65.308701,64.933395,64.342064,66.310028,66.693237,65.597534,63.111046,61.194725,66.379181,67.868462,68.571739,68.89872,68.735374,68.862991,68.787308,68.766258,69.278114,69.361977,69.554306,67.991173,71.476852,
KOR,"Korea, Rep",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4605596,4.1704035,5.6452727,56.240364,57.015018,57.370316,59.146755,60.703526,62.858147,63.236877,63.898666,53.200466,54.932064,53.419075,55.827396,55.302422,54.359615,50.168381,51.77417,52.683186,61.45779,60.169266,56.937782,58.076942,58.587044,59.054401,62.482937,62.32473,61.847759,62.215023,63.307499,66.604271,69.097221,69.987488,70.073906,
MEX,Mexico,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.588085,64.071136,65.36869,64.918137,62.64447,
MYS,Malaysia,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IBD,IBRD,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.499367,43.475082,41.970978,36.368839,48.433636,46.601501,36.554901,33.695961,36.991947,42.253567,41.055367,41.670067,46.998772,45.589127,41.721535,45.561424,44.55344,44.30994,42.476437,38.769257,37.674076,35.22493,36.265728,44.118881,41.166084,40.772106,
NLD,Netherlands,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3755748,2.5509398,73.601402,75.804436,75.782333,74.941032,74.537346,74.799522,71.866272,72.392395,71.775421,72.737999,73.376488,72.586205,74.198975,75.486221,75.718491,75.808861,76.807037,77.279243,77.375038,77.261574,78.045822,78.286346,78.634163,77.373619,77.82634,78.524101,79.14135,79.386406,79.196899,79.146843,80.380219,79.918549,
PHL,Philippines,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IBD,IBRD,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0479102,4.9003496,9.2121601,14.800288,,,,,,,18.753971,19.459154,20.961809,20.746473,19.649967,17.325962,19.745491,22.111456,22.326326,23.170887,23.181629,26.888142,22.757757,24.101437,25.079237,24.774773,27.198732,29.337725,27.438961,28.301598,29.434677,29.002768,
RUS,Russian Federation,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.398071,40.813965,47.91341,54.20731,55.022186,46.058594,52.889137,54.999046,52.797062,59.080986,62.049179,60.522953,59.83144,59.441566,61.189934,66.267921,68.90078,71.209953,70.635315,68.807564,69.041626,74.194618,,
SAU,Saudi Arabia,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0341554,8.8781376,19.224636,10.45277,11.878684,10.586501,7.6746635,8.178793,8.4118633,13.244205,12.882039,,
SGP,Singapore,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,23.408146,28.186869,28.575497,31.058641,9.667182,14.874697,38.208492,27.540094,32.260494,28.266605,35.763676,14.802272,14.611445,16.107258,15.177072,8.1784248,6.2331767,.32297012,.29948407,.33916199,.33434021,.23351678,.23977192,.35965484,.23386618,.25920987,23.730774,22.889145,21.897074,22.854456,20.830393,21.585407,
THA,Thailand,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IBD,IBRD,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2542999,3.9419954,11.563422,13.093788,10.666425,10.460867,11.270092,10.635334,14.175109,13.384451,11.30144,12.023508,18.698645,19.217352,18.597506,24.225479,30.617146,30.466728,26.146444,27.247755,28.407513,24.909758,17.779114,25.291561,31.907749,31.736813,32.876389,32.775421,31.586994,31.340155,31.325733,33.392063,31.554184,29.615181,
TUR,Turkey,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.353765,25.778122,,,,,,,,,,50.411591,52.087551,50.108818,49.911919,51.195103,50.963215,48.107758,49.106628,50.43512,48.960564,46.398373,46.405918,50.273815,48.364635,
USA,United States,NAC,North America,,,HIC,High income,LNX,Not classified,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2512181,3.6009905,2.8685844,2.9235096,51.424637,51.264858,56.457405,59.020512,60.583153,61.428471,61.851574,62.541187,63.223473,64.14402,64.845131,59.253807,60.421532,60.203693,59.520382,58.873444,59.158909,58.946743,56.655315,61.050938,62.730442,62.140804,62.387157,63.949348,64.56179,65.846947,66.033081,65.795746,65.223732,64.988739,70.793793,66.155998,
VNM,Vietnam,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IBD,IBRD,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAF,South Africa,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,15.652249,14.782074,14.579832,6.7924714,6.9062881,25.616484,26.953691,26.722437,29.201223,40.901981,6.2531533,54.204144,53.36821,54.177128,52.667732,52.850479,53.168198,54.000137,54.617085,55.511906,56.736706,59.736439,60.116108,62.507504,61.650242,59.172626,59.239883,61.545681,61.44418,59.607189,58.256241,58.260384,59.820381,58.008442,55.650726,56.963638,,
