countrycode,countryname,region,regionname,adminregion,adminregionname,incomelevel,incomelevelname,lendingtype,lendingtypename,indicatorname,indicatorcode,yr1960,yr1961,yr1962,yr1963,yr1964,yr1965,yr1966,yr1967,yr1968,yr1969,yr1970,yr1971,yr1972,yr1973,yr1974,yr1975,yr1976,yr1977,yr1978,yr1979,yr1980,yr1981,yr1982,yr1983,yr1984,yr1985,yr1986,yr1987,yr1988,yr1989,yr1990,yr1991,yr1992,yr1993,yr1994,yr1995,yr1996,yr1997,yr1998,yr1999,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017,yr2018,yr2019,yr2020,yr2021,yr2022
FRA,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,Final consumption expenditure (current US$),NE.CON.TOTL.CD,44795063219.0235,48968318255.9789,55049498868.5689,62125830077.3637,67997085731.0747,72733683695.6548,78604939349.36571,85240162416.7186,93863029398.5209,102155661247.064,105796622180.229,118923878299.988,145644993498.049,188092221567.472,205536006546.645,267489674162.46,277267140125.649,306004279219.043,378204941860.465,458894542090.657,531504191244.955,479838261919.131,460047908972.951,439592047508.391,417337686707.198,438082201781.282,604556302680.178,736456400742.115,787732628565.136,783436150524.368,969333815202.988,973684455295.896,1084320941759.6,1042068566133.89,1089929111531.19,1247045603890.13,1261992563149.12,1126495841762.19,1150978430064.49,1138438954539.77,1040388578042.36,1050638816782.28,1151496043558.83,1427452020636.86,1634187863557.15,1701796059940.86,1786709592289.41,2036667414078.44,2257168417890.62,2146077789070.7,2098822923716.67,2255653743667.32,2111227700269.92,2214279566639.61,2240092780994.89,1899008978207.03,1928805239799.23,2014573998174.12,2153317024541.17,2090116003003.92,2064830144267.71,2275068402631.75,
GBR,United Kingdom,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,Final consumption expenditure (current US$),NE.CON.TOTL.CD,,,,,,,,,,,109556844252.46,125028220978.34,145533326673.327,163372079862.812,183029352501.169,219508285398.23,207770720575.022,227563193790.337,286957545541.707,373820118593.816,486275589123.867,469950872186.495,447047826694.619,424413348491.739,399049777866.454,417849989733.06,525281002638.522,640423964700.114,778672170046.2469,783294206479.058,931139073153.4091,991302301587.302,1041730431730.43,939094673065.387,1004345315273.95,1086766608805.43,1146224648985.96,1277007203667.32,1361778734680.36,1402366930917.33,1381224088364.35,1378845544839.5,1502862709832.13,1732819591836.73,2051594653972.9,2145018181818.18,2267322907083.72,2581408563425.37,2471209558823.53,2087737965415.17,2128953912778.9,2269136898116.46,2307492217341.89,2370557219044.81,2589212258883.71,2461981713831.11,2268162072305.43,2230026005320.22,2401191424105.81,2381302756451.69,2228202491287.77,2593519346209.63,
IDN,Indonesia,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IBD,IBRD,Final consumption expenditure (current US$),NE.CON.TOTL.CD,,,,,,,,5672436321.37108,6786548583.8394,7849693251.53374,8178082191.78082,8066696893.05135,9194216867.469879,13269156626.506,19517108433.7349,24092048192.7711,29046506024.0964,35025783132.5301,40365118183.1424,37311174029.8515,51342286960.8991,65448745347.2296,73330109844.2919,58087455109.0838,61393944672.8709,61770878920.6915,60132466688.6831,54222527191.0635,60792610171.8452,65495856729.1181,77508422169.40781,85553554573.278,92635473319.1456,106710310636.275,119927478884.647,140291997674.464,158986295521.496,147839991607.834,70128577939.1459,112768643663.948,112515230458.414,112375791961.71,146510069592.168,179055103355.751,192859708255.971,207174698941.24,259925016022.21,310716978776.939,352287532712.906,368489678402.782,492495749766.152,575804641319.238,602471771574.198,605434052714.248,592963201343.839,578489153447.886,627662372746.332,674331684086.954,687910961416.825,746875343366.7321,725222847111.015,768477262139.97,
IND,India,SAS,South Asia,SAS,South Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,Final consumption expenditure (current US$),NE.CON.TOTL.CD,34792321598.5216,36540969270.6693,38915229736.0297,43778123129.4231,51117805615.4056,54394573194.0361,42851042995.7143,47393058420,47799884222.6667,51881738172,55326240285.3333,60584508355.7299,64036134461.7494,75179842897.1131,89810713779.5276,85890197379.0649,87093123891.5677,103806104430.949,118062230213.741,131100916819.375,163030988939.286,165954198994.333,171249039435.83,186910754482.598,180250751261.904,195098643412.816,210914482587.104,232654341141.998,242384054729.324,236049824184.991,251521172783.241,210943629036.731,220938810649.23,213533601508.722,246362106616.09,267475945977.85,294225311846.494,311653617466.353,319041539947.982,349552225510.105,354513217160.806,368490057154.419,382824139263.44,439852545441.488,487583927750.502,555766446476.004,619748008187.936,798453757984.834,805841227907.796,904693988089.04,1101423274556.54,1226760926734.35,1227163968391.32,1261474206844.74,1398200610122.73,1460638226562.39,1597267269306.12,1842570823752.73,1895065687252.67,2036472954675.09,1943557070621.76,2245422293928.24,
IRN,"Iran, Islamic Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,Final consumption expenditure (current US$),NE.CON.TOTL.CD,3878276756.81314,3997584337.11707,4140385922.27321,4290071101.41065,4457316042.12949,4864040213.29362,5321654384.14902,5934494560.34797,6250256496.75769,7274984343.59223,8245151101.23221,10235364926.7555,12017714494.6567,16721326214.5666,26720505892.3735,35922072191.0423,40358553558.2514,50357034181.0863,57365366955.0138,65242992306.143,74267288016.5807,85965816870.4127,101214159537.389,123205571812.626,131007005378.819,149407791041.511,181836181668.96,111594796918.321,110886340921.889,100640975715.974,98255385174.2514,,,42490899733.0931,47219047950.437,61982334618.5149,71945123755.2538,72900231304.3353,78267473288.9894,72736499319.4631,68669376116.245,80050782763.3098,75004507712.0759,85772891200.3037,102460834695.999,120652808408.76,143541825757.513,178097914246.139,213231857925.717,231841134507.027,261544930150.364,347339703252.288,393721445463.804,294781252860.297,277007976997.393,281627782995.31,306000770300.474,316204703810.323,212709725393.05,182667158303.603,145522004955.049,206395182241.383,
ITA,Italy,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,Final consumption expenditure (current US$),NE.CON.TOTL.CD,,,,,,,,,,,83820944857.4969,94170564918.85139,110964482071.713,132916237130.521,148281699910.688,173772482206.406,167887185391.952,192494213298.223,233430358202.145,293804768119.32,363210228351.797,333795728155.34,332197116678.597,342988980112.188,338457172140.181,350102456140.351,493849811663.852,625337602330.4449,691342173460.28,723011831780.9771,914262542016.807,969118937100.047,1037002622152.4,829827886058.816,854370455091.2581,896234636871.5081,998943531183.335,953605047748.9771,980891379502.621,976735515072.743,897682311428.394,909813433261.104,991689166967.61,1236304578508.82,1411781363494.68,1466680664544.12,1537486409606.47,1728285460745.81,1902568244846.17,1784399409340.9,1736185458715,1857396276020.43,1692662951281.99,1728719080255.14,1732748295221.37,1467086926918.2,1485717126173.82,1551440300778.24,1654069686476.08,1577554075629.8,1493199940625.84,1635542975868.19,
JPN,Japan,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,Final consumption expenditure (current US$),NE.CON.TOTL.CD,,,,,,,,,,,123205108933.333,143713763917.694,192458500840.281,260703325047.285,297820187936.628,343862398325.401,386921971596.935,477185029916.949,668234260533.915,705942747490.189,742730465800.597,814236962887.658,771822093355.179,851961398112.177,892028334157.817,936784331743.9139,1383111064693.88,1683274392878.75,2001360106810.91,1984194473356.89,2032095585061.38,2309787857619.55,2565334899839.16,3000150182827.36,3373095791123.57,3761198219001.57,3327988556625.31,3050631080519.28,2814130520307.43,3259750076378.23,3488679586695.19,3134526849169.21,3046675120426.2,3287238805004.59,3545239525662.47,3505028207682.58,3341916073441.54,3318927250570.05,3768158708198.09,4070151683069.7,4380991656686.68,4806097268216.69,4869640083758.5,4065242317146.24,3797999260301.2,3350968358065.59,3720671108369.63,3650077430239.53,3747396175959.7,3815461652531.38,3771346058842.54,3718164221002.12,
KOR,"Korea, Rep",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,Final consumption expenditure (current US$),NE.CON.TOTL.CD,3933477809.0386,2347921968.85678,2720779695.30652,3634629363.95909,3147126037.95537,2883633633.63363,3468342301.17196,4323155404.40633,5237303452.01518,6306218767.35147,7530589902.11231,8475586922.07979,9039680317.64616,10769230769.2308,15335871634.4846,17469008264.4628,22477892561.9835,27583057851.2397,36177685950.4132,46745454545.4545,48805952949.311,54590106162.7241,57488510149.3681,61058072832.7425,65434998387.0567,67425231603.8712,74204889670.4294,89873566991.25909,117349583714.985,151509397432.461,173428422063.977,201974773300.607,220384167040.287,242918135722.028,287568236978.032,351291246904.456,388309155323.513,362418400277.518,236582586482.475,316859406806.75,376821107731.485,367781547494.558,425507517444.788,465331274494.172,507484196556.421,609364440595.491,699350381052.178,772973319660.766,697344949175.021,626126882444.613,739524990463.306,821756286091.004,843168682224.1639,897632823550.999,967198399028.72,932584808039.552,948007873609.981,1022480579421.22,1105196547024.08,1085157987999.39,1059435340751.21,1164376708486.66,
MEX,Mexico,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,Final consumption expenditure (current US$),NE.CON.TOTL.CD,10805192000,11694744000,12680128000,13774960000,16294232000,17345704000,19389344000,21202216000,23765264000,25938584000,28141200000,31689032000,36344456000,44033264000,56848976000,69553328000,70407564935.0649,63055482300.885,78904837719.2982,101324342105.263,145978478260.87,187944530612.245,125211843971.631,103708859283.93,127005834326.579,136040860256.909,100387531873.161,104674968074.3,139279550833.663,171964130408.288,204816375951.077,250239201232.441,297221897314.938,393081314995.506,412220060146.366,269253360594.448,308200332131.484,375092277577.824,396004951072.68,458909450650.6,548298333685.858,596141603673.614,617991557787.9041,592665413940.124,616480623515.86,694519725635.214,756977867916.911,816586137698.798,862041447568.218,699744877048.877,815784160889.522,904063533199.714,920891268613.083,1002479318587.54,1026704153846.15,910882961579.475,836182209535.954,890458679206.4041,933275523661.552,968233362818.995,824511230545.109,990950841982.202,
MYS,Malaysia,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IBD,IBRD,Final consumption expenditure (current US$),NE.CON.TOTL.CD,1424604730.17117,1513132105.05684,1614072912.5833,1989089246.0473,2126290343.65608,2280478243.82595,2450346269.43682,2588854044.16569,2667908009.93075,2792695674.89873,3023977525.15353,3302755299.28251,4025748333.09689,5419719232.18598,6768310415.02223,7082778147.9014,7481901164.62071,9019623776.053301,11085492227.9793,13197313105.4652,16425651155.3126,17802612733.8223,19138049156.4614,20451040365.3125,21904335210.7868,20993556182.0379,18837065158.4412,20290125416.7328,22373606231.8619,24888142350.8565,28878331916.1522,32370162932.7902,37441787411.1595,40749776620.9549,44985901539.3995,53484848484.8485,57624612449.3203,56116118958.0524,37043416225.0306,41605263157.8947,50571052631.5789,53964736842.1053,58458157894.7368,63415789473.6842,70580526315.78951,79891209632.7005,90297966304.99969,109779206423.086,129742790335.152,125176620797.276,154789357672.845,182461764705.882,199650349650.35,211830270716.303,222267713648.446,202053514274.741,202903358002.073,215669705143.708,248984411786.573,260825588412.794,249397644819.793,263401877730.312,
NLD,Netherlands,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,Final consumption expenditure (current US$),NE.CON.TOTL.CD,,,,,,,,,,24049472821.1317,27022315091.0087,31406664786.9674,38419691018.9508,50420151347.9426,59982364128.2072,73017599337.7484,80059435739.2899,95243910388.7941,118018353025.056,136771020542.678,147396174905.786,122022878212.488,118702927292.234,115160718863.408,104510293269.231,105441094745.223,146288782155.064,181684410356.832,190224476530.271,184519903356.542,226335444753.721,234663101131.542,261299695488.722,255721578073.09,272590673204.988,324066703266.539,321626143790.85,295011294330.246,310668740279.938,319081744953.283,295931002381.177,305234125510.237,341900547662.746,422660342850.195,473630733874.133,487203167925.292,516603579952.94,590236111451.374,658139540178.125,624829050221.875,607513639650.001,646598013861.869,600140206096.875,625234144967.453,633308280389.41,536083343363.281,543359920740.468,572468195538.824,626107833417.254,619831766062.744,620245610846.694,691635782085.26,
PHL,Philippines,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IBD,IBRD,Final consumption expenditure (current US$),NE.CON.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,28129542947.7442,29792209084.3091,25809920706.9389,26148143785.4444,27656420222.1709,26820418466.3759,28901540288.4134,32951129491.294,37099275875.3629,39144362157.9153,41531618004.5563,49310807776.5801,51034384781.5987,59542275638.5991,69287391806.1794,77311475074.4771,77364284716.68469,63262176557.9034,72077115293.30499,69262245904.82961,66013042872.8874,70290620491.5936,72621870428.55321,78605244022.5625,88964209064.09129,105114830567.697,127105228556.136,148932620714.162,146086846985.195,166513383842.056,191694945912.438,218303227477.456,235150149754.277,243445990203.896,255528673319.005,267046046567.353,274297994651.186,293378485524.502,322840305841.4,326771601701.593,357961477604.122,
RUS,Russian Federation,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,Final consumption expenditure (current US$),NE.CON.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397632890365.448,330595226982.794,359983364388.721,328674074074.074,236215496368.039,284031709791.984,276157060611.941,281481891682.357,280142812548.775,307018150388.937,206470891293.148,133456539398.863,159146818343.406,201810078848.132,238727272727.273,295148572918.024,398399861159.32,510465132723.339,654985105365.746,858792531898.924,1108261007769.72,922155990472.71,1070689774399.94,1391443147745.41,1532869862969.28,1646933923001.78,1478336659874.62,960507206540.45,915631584991.03,1119066962847.17,1128248662397.62,1180106800210.7,1057261018321.92,1206655958986.78,
SAU,Saudi Arabia,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,Final consumption expenditure (current US$),NE.CON.TOTL.CD,,,,,,,,,2066705755.55556,2346111422.22222,2600820954.88889,2871758153.69528,3530014771.03841,5174466212.16209,8781013770.14085,14500230392.8815,21605271566.8555,33045125985.0784,44943291631.3684,59403782825.5177,67355212670.2137,84987097422.0251,95825072828.3064,96694528286.5412,93154002392.168,88436056143.01489,77938666767.48579,75886022496.6622,74303523492.65691,80934630766.3551,88639535092.1228,103262283978.638,101328187530.04,98457942483.3111,96937084779.7063,100454645473.965,107948998664.887,113010146862.483,108429333333.333,108349600000,117572979440,119081835280,119455226106.667,126528877066.667,137773944240,156602186997.945,181159388651.535,201807340893.929,231745333333.333,253020995973.333,277223936808.325,311952800000,356422007892.693,391268440400,439736801399.181,459985624640.363,442690331002.901,451899260551.032,495869498429.653,502543264399.571,507018795904.771,549577763016.741,
SGP,Singapore,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,Final consumption expenditure (current US$),NE.CON.TOTL.CD,683294133.019731,759604076.832615,797824382.5950609,853880831.046648,827028616.22893,869462955.7036459,954854305.501111,1063047171.04404,1191852868.15628,1314582516.66013,1516856134.84908,1773487521.2335,2001540630.01934,2675235555.55556,3690770733.29535,3974886125.81559,4340614852.61249,4499716690.9503,5020947774.0428,5931618293.7555,7155338912.90352,8124089295.72202,9082027737.01898,9679906542.05607,10693942262.1865,11138812057.5688,11013181219.0355,12267704601.8187,14288888888.8889,16926505664.8778,19552222734.9639,23865354558.6107,27188643339.4721,31898811734.1255,37684758412.9894,43132707774.7989,47546595744.6809,48600282866.3793,41960623804.9713,44252330383.4808,50304002320.1856,51950773008.8743,53693007930.3027,55608540925.2669,60183232753.5203,63577925979.3319,71361948517.8425,83056134297.6577,96930171743.58611,95198487452.73289,110382838283.828,128089362378.757,136223813715.292,144799808199.473,148658274800.726,145836848996.218,148973941368.078,155826924469.549,167417704626.335,172004838000.293,155191563383.344,168800000000,
THA,Thailand,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IBD,IBRD,Final consumption expenditure (current US$),NE.CON.TOTL.CD,2108885930.37419,2284978915.77708,2539846743.29502,2727220355.25684,2937067307.69231,3216730769.23077,3651490384.61538,4114951923.07692,4500913461.53846,4834711538.46154,5758076923.07692,5889375000,6546971153.84615,8328876222.45213,10611972456.5769,11903352912.0235,13513365130.5631,15430708672.9967,18172904342.5239,21099373619.5388,25151784493.368,27195835090.0992,28050225868.5832,31223212072.991,32108979077.3032,29466878260.9016,31953731905.1367,36088139704.8533,41184554378.7237,46975371566.4151,56294971761.3492,63063902997.241,72074519391.6559,81149623216.79649,92679284294.2346,105886446827.639,115848784857.178,97744314395.6664,73593113052.89729,84561309789.8381,85579804446.57179,83578735097.9814,92439100467.6432,104398788948.188,119278262858.507,131564093575.103,150692281294.546,174789299557.914,198086079733.92,194509301226.747,231870591465.551,256246125994.943,276785520105.781,289675714378.702,283152143793.989,274751034376.031,276437115399.871,297678300991.756,329707120352.087,358760773779.616,354426034633.169,355353518611.757,
