countrycode,countryname,region,regionname,adminregion,adminregionname,incomelevel,incomelevelname,lendingtype,lendingtypename,indicatorname,indicatorcode,yr1960,yr1961,yr1962,yr1963,yr1964,yr1965,yr1966,yr1967,yr1968,yr1969,yr1970,yr1971,yr1972,yr1973,yr1974,yr1975,yr1976,yr1977,yr1978,yr1979,yr1980,yr1981,yr1982,yr1983,yr1984,yr1985,yr1986,yr1987,yr1988,yr1989,yr1990,yr1991,yr1992,yr1993,yr1994,yr1995,yr1996,yr1997,yr1998,yr1999,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017,yr2018,yr2019,yr2020,yr2021,yr2022
IRN,"Iran, Islamic Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,3436647872.63979,3534213723.26135,3657991294.9454,3742451285.03571,3784681280.08086,3973988154.42119,4314740528.23377,4782182887.18181,4891398391.60892,5645713475.51884,6335955463.49819,7669840824.23465,8719765873.460621,12042530693.4294,16980447099.4026,23577481420.3276,25772598399.2116,33958611272.3928,39175458090.2341,47380250583.3024,54424096214.7736,64407237665.2046,77933090865.4417,97817951432.4903,106482708322.411,120749775166.246,149959740313.902,92364111077.71381,92385841335.6577,86204510920.09109,84717671416.22791,,,33419604108.5886,36907271307.455,48241163903.6639,57053409229.0294,59693894408.3108,63877321186.5876,59283828089.3097,54496851434.0429,63719504588.2454,59933154413.0435,68238815727.649,81106977685.5423,93305898202.9135,110345215253.875,144939295011.477,171780889530.108,185278286825.592,208947605803.406,264684912181.177,307885035664.518,230848850545.584,217986323105.795,218073835425.13,233732350544.148,238040648292.764,160281031430.72,139253133146.085,110924163301.449,155195135145.305,
ITA,Italy,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,,,,,,,,,,,66839780049.5663,73713146067.4157,86266301460.82339,104302583859.183,117399755879.726,137526912811.388,133434919748.779,152209260478.385,182255466575.405,229556129107.434,284353680759.665,256817848748.084,255514793128.132,261649130545.64,258980180736.169,267336721427.847,378648947915.314,474370602031.67,520635672418.923,547057167654.53,681984499030.381,722956188543.78,778503676355.067,622877480004.922,648578872478.386,691434922144.3,767740117957.084,734005229649.8409,758270659083.3051,756966016861.932,694307446197.021,694899067457.5601,754899540204.08,936944111884.9,1065659324388.5,1102200781537.12,1157640142314.7,1307184155548.16,1431436733275.08,1329484148534.26,1297153173081.67,1402619439697.47,1279277056951.52,1304463725690.04,1310312944326.07,1116099181046.33,1128574836815.84,1182032296710,1259094726854.12,1203076418406.27,1100764201513,1218369179178.27,
JPN,Japan,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,,,,,,,,,,,99205378675,114841391474.28,153326950221.409,206745832532.516,232517075411.913,265996995934.802,300816846315.576,371452240423.076,521940708932.688,552928500228.165,580659501951.127,635272821918.255,603950911506.375,667333440836.809,699469734446.21,737059594408.89,1087989660562.14,1325631319678.51,1580324724525.7,1569495464047.25,1607754545297.58,1822394877166.47,2018281691542.05,2349173275010.84,2635857537291.67,2924942270645.42,2582294760666.34,2363199215808.79,2172104567194.76,2507944214041.65,2666457261368.43,2380808186365.55,2303178135068.75,2481109429112.38,2678015213553.56,2647737850917.54,2532249979148.63,2511319833380.75,2847678249217.54,3047494872827.97,3275101496783.86,3566611065023.05,3617843744484.67,3030367387436.98,2822215470000.11,2478973235600.48,2737086702090.04,2692912469722.29,2761210117472.36,2794560440879.11,2711307259329.31,2659876985139.38,
KOR,"Korea, Rep",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,3369515626.18812,2027386546.48725,2339239766.30679,3214627748.56826,2863276780.1487,2604354354.35435,3088007665.65932,3843708413.42599,4616302186.87873,5544836202.10994,6639940752.18959,7467665274.37707,7902466339.17891,9536553524.80418,13458600143.3975,15053099173.5537,19246900826.4463,23474173553.719,31026239669.4215,40164669421.4876,41019870602.3739,45785795045.7395,48255457679.0502,51301063486.9481,55143800094.2951,56671111008.9423,62212490782.2338,75100964051.6917,97559981954.14709,124950704435.112,142332852944.501,166420808617.986,181061038877.858,200710752862.322,239929304872.736,294409869436.125,324913543414.755,304244867495.716,192871332343.875,261752746420.821,314017648723.209,303404131712.872,351858539353.684,379936808183.886,409231044598.889,489115058859.991,558528493947.1021,615340336847.502,550208806940.7581,487739030330.558,577012199183.261,641634818113.384,655420539973.162,692335015964.245,741207744865.7159,711494553145.782,719390531158.4449,772091654764.059,828329032258.0649,803130198243.886,762811986927.0129,835502133250.8361,
MEX,Mexico,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,10068640000,10885520000,11727040000,12670792000,15009512000,15972960000,17807200000,19457200000,21756560000,23704960000,25561744000,28702520000,32445312000,38959128000,50267528000,60473880000,60607811688.3117,54251615044.2478,67711982456.1404,86661364035.08771,126467869565.217,161018163265.306,107023085106.383,90605295587.0108,110786191895.113,119014838458.544,88605565544.2955,92343323900.7401,123869975364.04,153527137111.517,182790752328.806,221693408759.608,261113593007.852,347440306842.984,362252899765.933,238462864286.382,274830288443.824,333750105070.405,351025196803.853,403817003158.864,480939454185.879,521370500412.104,537864547120.961,512191973306.145,534444784688.995,602194251553.052,656079692270.9919,707049077249.684,742944961409.562,592486798016.798,691266527302.944,765036291726.031,777400242985.687,847107026307.548,866297577054.73,766541732614.855,706651027587.722,755832429186.59,791838887774.562,823649164382.566,687549964487.843,837676207355.814,
MYS,Malaysia,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IBD,IBRD,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,1187116163.59598,1253756696.72024,1334770678.16543,1600352802.82242,1676140075.78727,1779040898.99386,1881941722.20044,2032209591.01006,2098196785.57428,2196197569.58056,2317718541.74833,2591816007.60083,3054688608.31324,4218884295.82941,5307631589.87994,5448867421.71885,5789660056.65722,6830536708.24361,8455958549.2228,10238530433.1932,12378152418.5769,13278069528.2323,14227113128.372,15705854478.0942,16894521249.36,16223519935.5618,14139226776.168,15503651373.2338,17352986100.504,19425206733.609,22805649007.357,25640456793.7155,29743982408.6072,32300221436.6186,35851242188.6908,42509170653.9075,46424199061.9286,45348498828.8736,29993375458.6221,32909473684.2105,41037105263.1579,42794210526.3158,45390789473.6842,49124736842.1053,54887105263.1579,63422671701.3018,72129109645.0575,87391784966.25549,103188140775.826,98785075897.29041,122705287013.753,142921568627.451,156124708624.709,167491510362.119,177208286229.338,162616566380.745,165050984740.737,176761696586.364,206039007707.368,218271333735.667,205294397525.871,215982670817.947,
NLD,Netherlands,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,,,,,,,,,,18212175743.5838,20362780787.7275,23210535087.7193,28048932298.819,36753070313.7317,43004756947.2908,51563957825.0261,56660584264.044,67298739337.344,83106740680.383,95145176315.5004,102477095987.586,84154028967.5881,81365615251.2998,79211216894.4483,72821483516.48351,73327261146.4968,101596846555.136,124857568537.859,131024574646.003,128115601163.878,157380215418.129,163072182932.579,180017667919.799,175580798528.714,187337561448.117,222633818281.636,225335947712.418,207517506211.882,219442346145.301,227016778056.371,210118160451.765,214632242502.362,237067625438.824,289819128716.078,325445894799.615,334509748345.525,346405903824.705,393077770251.766,434509700399.219,398255014482.812,385132623116.667,413158766215.954,381796795255.078,399021111820.001,404188392622.744,344854358612.5,349826766685.215,369700591492.942,403366822368.627,395786854517.646,383195372591.441,425277933294.567,
PHL,Philippines,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IBD,IBRD,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,,,,,,,,,,,,,,,,,,,,,,24771166435.0094,26162358019.9063,22872974405.86,23736315620.9765,25068950851.0101,24190036657.0684,25836393921.5372,29187847751.3309,32670488319.7542,34288385741.552,36594074618.0664,43722377665.8501,45062281646.6198,52005465102.2818,60070862423.9242,66513274182.6587,65495083191.1017,53673935778.8967,61936031540.8427,60006131151.807,57535524146.6409,61632231852.0413,63977827183.9537,69921180455.3541,79441230138.60271,93540678795.18961,112705771498.037,132923444319.353,128794518480.611,146259120164.843,168943974795.154,190036380735.422,204440519344.488,212028270777.021,222090368566.33,231175148979.313,237102902820.626,251609042509.314,275858904833.27,271563119369.863,296625070054.068,
RUS,Russian Federation,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302429401993.355,228676431070.718,252561086693.067,243155555555.556,172430992736.077,196844493404.363,200699398408.694,206030568169.232,203781020758.545,221711322385.48,155713549716.641,104894394800.975,119953785993.601,151419266369.558,176768740031.898,218047048090.708,298094411662.617,381563688817.864,482854621014.306,633975481611.208,812122528960.403,668009854948.2679,785148133390.85,1030838293802.73,1136100104410.53,1218807617527.98,1107110286568.94,718279488723.729,679861130787.895,832298072769.905,834729312042.3311,873630048642.4449,759077399732.889,890632318819.132,
SAU,Saudi Arabia,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,,,,,,,,,1387827888.88889,1591257200,1748155776.66667,1913335386.37782,2300007279.02432,3058335415.4751,4951913893.23944,7703420954.62816,10818738820.1133,19451005917.2789,25465487539.7106,35182108248.0362,41208791063.2158,48959346042.8677,55700489950.9947,58247524393.6324,57101661560.7264,55291007818.8846,47791962943.5593,45701886894.526,47003088624.8331,48903133134.8465,54507610146.8625,58101201602.1362,60555941255.0067,63484379172.2296,64212817089.4526,66830440587.4499,69288651535.38049,69807209612.81709,67044800000,67257600000,68558579440,68763168613.3333,70250692773.3333,73689410400,78627810906.6667,86507980811.8278,98093434045.39391,115860442961.975,139719200000,157817066666.667,170511200000,181802933333.333,209441066666.667,223662573733.333,242628583577.694,263681841632.429,276121752060.248,283638423558.763,299540554070.397,310201179923.187,304052903889.515,345913474965.483,
SGP,Singapore,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,630243041.9443361,691591532.732262,720207761.662093,763426107.408859,734711877.695022,768456814.3211811,839540049.653731,937181497.45198,1044557689.79485,1130831046.64837,1289559649.81053,1491016594.79943,1675418756.351,2275377777.77778,3157605599.41402,3384710082.48184,3683886475.77278,3799214829.20512,4209354759.36706,5027220756.37643,6007449645.91189,6793246777.50794,7357646613.33838,7774813084.11215,8598248935.163271,8572968918.47546,8657879187.309669,9859235785.79958,11788129154.7958,13961290001.9877,16113110803.4661,19660376266.2808,22587538367.0964,26436935264.2654,31663807777.9233,35887258360.3782,38924397163.1206,39829539331.8966,33821880975.1434,36152979351.0324,40212180974.478,41525646034.4924,42736233664.6934,44463207438.8704,48313099041.5335,50928622927.181,56637233306.0608,66525048105.6333,77349777369.4254,75919216225.507,87141547488.0822,102286134520.592,110085380491.318,114828897946.136,118334859127.141,114448428862.38,116248353239.233,120844304439.134,129817838078.292,133418853540.537,112630354424.875,122949534797.172,
THA,Thailand,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IBD,IBRD,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,1856688289.00282,2017817118.10964,2239080459.77011,2394815170.42727,2577548076.92308,2816057692.30769,3204951923.07692,3616875000,3888605769.23077,4158846153.84615,4961057692.30769,5039567307.69231,5654086538.46154,7273077748.93127,9331733341.18606,10367971421.9821,11650187989.2746,13326650359.5571,15488859712.5309,17827992693.0442,21174864722.3145,22750132903.1548,23260377128.7951,26067712749.075,26605455299.2039,24204404449.3702,26456771956.2415,30364657035.7815,34988989440.1417,40096607267.9169,48268785054.0345,54006066591.4221,61042948649.8085,66970173304.4756,76467435387.674,86841566593.88651,94645519222.498,79596738967.55231,58741978848.8228,67373518063.559,68420838755.6779,67369390010.3304,74748475911.3689,84715677624.95,96605249811.0506,105715251826.823,120749907607.835,138172065750.821,156296073940.438,149491830437.091,177973249762.511,196389312501.435,211772892665.146,220894551845.343,214245130819.771,206044464299.792,206722158633.742,223299400703.599,247744798856.089,270761443718.677,265279369329.929,263395961484.938,
