countrycode,countryname,region,regionname,adminregion,adminregionname,incomelevel,incomelevelname,lendingtype,lendingtypename,indicatorname,indicatorcode,yr1960,yr1961,yr1962,yr1963,yr1964,yr1965,yr1966,yr1967,yr1968,yr1969,yr1970,yr1971,yr1972,yr1973,yr1974,yr1975,yr1976,yr1977,yr1978,yr1979,yr1980,yr1981,yr1982,yr1983,yr1984,yr1985,yr1986,yr1987,yr1988,yr1989,yr1990,yr1991,yr1992,yr1993,yr1994,yr1995,yr1996,yr1997,yr1998,yr1999,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017,yr2018,yr2019,yr2020,yr2021,yr2022
FRA,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,9183552512,10205276160,11673421824,13400652800,14888728576,16108419072,17539362816,19217434624,21522622464,23764590235.7124,25234439588.9926,28812596187.9957,35414824447.3342,46540954625.8103,51477086743.0442,70640966804.3445,74008467631.7946,82722653115.8064,104117732558.14,125610545790.934,147593914933.251,133901025950.513,129851282563.13,125159652293.657,119566163776.927,124921156373.193,172084477696.752,206882025537.488,221061557097.236,216700596339.708,268671244428.382,274862225322.637,311955390334.572,309658327542.275,323212429111.531,371080299645.157,376847031670.727,339988761519.443,339931065154.547,337915080563.707,304890967719.216,305038878273.229,341137469666.275,426890882716.862,488463025097.299,506770219729.183,528134999548.235,596854149902.7469,661151647378.125,650395412014.843,634560911083.335,680318129863.8149,642752791976.953,677990977839.218,689026931784.311,580719046953.125,586893313265.371,613597627811.766,649500180347.451,627191191490.1949,658037453503.504,717271678306.1899,
GBR,United Kingdom,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,12917334016,13732435968,14611126272,14960868352,15934944256,18001602560,19576887296,21321400320,19698690048,20672351547.6823,23200626349.892,26804750547.5785,31366773226.7732,35178613424.7918,41561283309.9579,54254646017.6991,51602389937.1069,54693710099.4244,68114515819.7507,87241922914.0195,120411596560.539,117646161575.563,111379743186.583,104773810823.101,97377839851.0242,99392230492.8131,122012080035.18,145892206242.85,171089180007.115,170315723167.539,203083622159.091,222091555555.556,234903610038.61,204009082183.563,215191253443.526,229509231497.554,236082683307.332,250992141453.831,266040079496.522,278616728684.679,277963383265.244,285589463077.587,324647781774.58,388044081632.653,471352984254.852,500227272727.273,538071757129.715,609729891956.783,598091911764.7061,531657579062.159,536534428025.437,558447677256.163,562787607035.431,561025663546.2841,609376248287.116,572469006449.675,516538209807.73,499367699594.339,531440446229.708,543214827128.757,609120843387.932,700830102898.7629,
IDN,Indonesia,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IBD,IBRD,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,,,,,,,,417828256,527857664,610429447.852761,802739726.027397,866758142.34009,997590361.445783,1725301204.81928,2026506024.09639,3020963855.42169,3832530120.48193,5005542168.6747,6014930603.87355,5992039313.42178,7477312354.3491,9161548547.694811,10328838221.5836,8883377596.29743,8890773847.39785,10264997074.1715,8988818825.828979,7156066657.3033,7567064346.72406,8868399647.64572,10119925226.6769,10657020932.8224,12183386537.4005,14257437867.9777,14353349531.4127,15825045991.9485,17204969474.4482,14763283406.1994,5434199705.76814,9246328959.29841,10779164212.8096,11053285490.1216,14199987339.966,19085795197.2016,21373625751.5732,23182537666.0978,31452113671.3179,36074838967.2902,42980542403.3756,51741295652.6447,68003138200.244,80891188808.1972,84891845511.3152,86851491925.0873,83959519785.69479,83928241330.18559,88787505533.1749,92630230049.5562,94025730841.8577,98575590610.07739,101086757921.778,108449185599.849,
IND,India,SAS,South Asia,SAS,South Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,2434156544,2704945408,3279986944,4215148288,4542440448,5233491456,3901678592,4071544832,4458218496,4997119463.46667,5585091953.6,6515395261.36852,6670528128.47644,7189577880.1984,8599675528.73765,9342760393.718081,10045485297.5398,11188705337.6934,12960610512.783,15138114163.4887,17983899851.7636,18625727108.2044,20417894245.09,22025110079.4213,21970917685.1634,25413996144.6059,28758522474.4848,33285953697.0351,34417255372.426,34233634236.3645,36224062036.939,29924231403.9138,31458084134.4425,30730005866.5425,34153869436.2963,37974681637.7883,40589761230.7328,45864915940.7185,50182496700.1251,55863632218.8941,55963056448.9827,57094901666.0516,58260569083.2354,66094649923.2904,73784792171.6913,85041906343.73531,92168697919.314,119995857352.207,126345385007.914,153775741830.844,184445165510.006,202075268929.395,195262201308.237,191152515788.76,212902376803.132,219368252547.408,236560353038.526,285489367368.501,292543990083.363,310432240169.542,322437176354.328,353520721626.653,
IRN,"Iran, Islamic Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,441628896,463370624,482394624,547619840,672634752,890052032,1006913856,1152311680,1358858112,1629270868.07337,1909195637.73402,2565524102.52087,3297948621.19607,4678795521.13723,9740058792.970909,12344590770.7146,14585955159.0398,16398422908.6935,18189908864.7797,17862741722.8406,19843191801.8069,21558579205.2081,23281068671.9477,25387620380.135,24524297056.4086,28658015875.2643,31876441355.0588,19230685840.6078,18500499586.2312,14436464795.8833,13537713758.0235,,,9071295624.444441,10311776642.982,13741170714.8999,14891714526.2244,13206336896.0245,14390152102.4017,13452671230.1534,14172524682.1846,16331278175.0644,15071353299.0324,17534075472.6546,21353857010.4562,27346910205.8467,33196610503.6375,33158619234.6622,41450968395.6085,46562847681.4352,52597324346.9577,82654791071.11079,85836409799.2937,63932402314.714,59021653891.594,63553947570.1797,72268419756.3264,78164055517.55901,52428693962.329,43414025157.519,34597841653.5999,51200047096.0786,
ITA,Italy,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,,,,,,,,,,,17048370508.0545,20490252808.9888,24718545816.7331,28668067087.3464,30974796070.259,36352689798.3393,34573254245.1733,40399455782.3129,51241900524.7547,64337995805.1736,78984628080.4884,76956172713.3367,76658460987.8311,81248207547.1698,79410936742.34081,82680266707.2305,115128160800.104,150717393187.93,170312865218.685,175622537397.686,231555578539.108,245398546901.826,257832974076.984,206414547803.618,205465022814.601,204799714727.208,231203413226.252,219599818099.136,222620720419.315,219769498210.811,203374865231.373,214914365803.544,236789626763.53,299360466623.921,346122039106.179,364479883007.004,379846267291.764,421101305197.648,471131511571.094,454915260806.64,439032285633.334,454776836322.958,413385894330.469,424255354565.099,422435350895.293,350987745871.875,357142289357.978,369408004068.236,394974959621.961,374477657223.529,392435739112.842,417173796689.916,
JPN,Japan,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,,,,,,,,,,,23628373430.5556,28552179317.3618,38762776221.4581,53580255773.1512,65343773878.9554,78229870948.06889,86320746528.86079,105939579062.232,146355132504.632,152881749840.285,162070963849.47,178964140969.403,167871181848.804,184627957275.368,192558599711.606,199724737335.025,295121404131.74,357643073200.242,421035382285.214,414699009309.648,424341039763.8,487392980453.088,547053208297.112,650976907816.521,737238253831.899,836255948356.149,745693795958.9659,687431864710.4871,642025189201.6591,751806740247.29,822223253267.511,753718662803.662,743496985357.45,806130238455.666,867224312108.917,857290356765.035,809666094292.915,807607417189.298,920480458980.548,1022656810241.73,1105891299116.11,1239486203193.64,1251796339273.82,1034874929709.26,975783790301.09,871995122465.1169,983585325457.22,957164068982.6,986186058487.334,1020901211652.27,1060038799513.23,1058287235862.73,
KOR,"Korea, Rep",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,563962176,321336768,381539936,420001600,283849248,279279264,380334624,479446976,621362752,761729594.669628,890971148.892323,1008209707.61918,1137213978.46726,1232677244.42659,1877271491.0871,2415909090.90909,3230991735.53719,4108884297.52066,5151446280.99174,6580785123.96694,7786082346.9371,8804311116.98457,9233052470.317881,9757009345.79439,10291198292.7616,10754120594.9289,11992398888.1956,14772481369.3667,19789601760.8378,26558692997.3491,31095569119.4755,35553964682.6208,39323128162.4287,42207507443.906,47638932105.2959,56881377468.3315,63395611908.7575,58173532781.8016,43711254138.6003,55106660385.9289,62803459008.2762,64377493241.6208,73648978091.1046,85394550230.3606,98253151957.53149,120249381735.499,140821887105.077,157632982813.264,147136142234.263,138387852114.055,162512791280.045,180121467977.621,187748142251.002,205297716250.283,225990749133.301,221090343298.789,228617342451.536,250388924657.16,276867514766.015,282027789755.504,296623269097.52,328874575235.828,
MEX,Mexico,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,736552000,809224000,953088000,1104167936,1284720000,1372743936,1582144000,1745016064,2008704000,2233624000,2579456000,2986512000,3899144000,5074136000,6581448000,9079448000,9799753246.75325,8803867256.637171,11192855263.1579,14662978070.1754,19510608695.6522,26926367346.9388,18188758865.2482,13103563696.9192,16219642431.466,17026021798.3651,11781966328.8656,12331644173.5597,15409575469.623,18436993296.7703,22025623622.2712,28545792472.8333,36108304307.0859,45641008152.5228,49967160380.4332,30790496308.0662,33370043687.6595,41342172507.4193,44979754268.8266,55092447491.7367,67358879499.9788,74771103261.50951,80127010666.94279,80473440633.979,82035838826.8651,92325474082.1626,100898175645.919,109537060449.113,119096486158.657,107258079032.079,124517633586.578,139027241473.683,143491025627.397,155372292279.987,160406576791.424,144341228964.621,129531181948.232,134626250019.813,141436635886.99,144584198436.429,136961266057.266,153274634626.389,
MYS,Malaysia,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IBD,IBRD,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,237488560,259375408,279302240,388736448,450150272,501437344,568404544,556644480,569711232,596498105.318176,706258983.405201,710939291.6816829,971059724.783657,1200834936.35657,1460678825.14229,1633910726.18254,1692241107.96349,2189087067.80969,2629533678.75648,2958782672.27198,4047498736.73573,4524543205.59004,4910936028.08941,4745185887.21837,5009813961.42686,4770036246.47604,4697838382.27318,4786474043.49897,5020620131.35787,5462935617.24749,6072682908.79515,6729706139.07477,7697805002.55232,8449555184.33627,9134659350.708731,10975677830.941,11200413387.3917,10767620129.1788,7050040766.40848,8695789473.68421,9533947368.421049,11170526315.7895,13067368421.0526,14291052631.5789,15693421052.6316,16468537931.3987,18168856659.9422,22387421456.8303,26554649559.3261,26391544899.9858,32084070659.0916,39540196078.4314,43525641025.641,44338760354.1845,45059427419.1084,39436947893.9957,37852373261.336,38908008557.3435,42945404079.205,42554254677.1273,44103247293.9217,47419206912.3645,
NLD,Netherlands,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,,,,,,,,,,6091727152.579,6972429536.7383,8497066416.0401,10751059461.6863,14051347154.3434,17294383146.1595,21668250261.4151,23630504250.7085,28408003052.8868,35357139947.0361,41729689113.4791,44983722012.8575,37886092025.0817,37327567054.5515,35954595784.1093,31743192307.6923,32161109341.8259,44750227558.9135,56828988250.6527,59217997547.1067,56476096851.2938,69055591189.64059,71689731258.84019,81308863408.5213,80135467489.3213,85256715098.68021,101432884984.903,96290196078.4314,87493788118.36459,91226394134.6367,92064966896.91141,85812841929.4119,90601883007.8741,104832922223.922,132841214134.117,148184839074.518,152693419579.766,170197676128.235,197158341199.608,223629839778.906,226574035739.062,222381016533.334,233439247645.915,218343410841.797,226213033147.452,229119887766.666,191228984750.781,193533154055.253,202767604045.883,222741011048.627,224044911545.098,237050238255.254,266357848790.693,
PHL,Philippines,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IBD,IBRD,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,,,,,,,,,,,,,,,,,,,,,,3358376512.73482,3629851064.40281,2936946301.07895,2411828164.46789,2587469371.16078,2630381809.3075,3065146366.87622,3763281739.96312,4428787555.60872,4855976416.3633,4937543386.48985,5588430110.73003,5972103134.97887,7536810536.31725,9216529382.25515,10798200891.8184,11869201522.1898,9588240779.006729,10141083749.9041,9256114753.022579,8477518726.24655,8658388639.55228,8644043244.599501,8684063565.42392,9522978925.48856,11574151772.5079,14399457055.9326,16009176392.552,17292328506.681,20254263677.2136,22750971119.592,28266846742.0339,30709630412.1453,31417719426.875,33438304752.6746,35870897588.0402,37195091830.5601,41769443015.1876,46981401007.7699,55208482332.7065,61336407550.2083,
RUS,Russian Federation,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95203488372.093,101918795912.075,107422277695.653,85518518518.51849,63784503631.9613,87187216387.6205,75457662203.2473,75451323513.1244,76361791790.2294,85306828003.4572,50757341576.507,28562144597.8879,39193032349.8045,50390812478.5739,61958532695.3748,77101524827.3166,100305449496.703,128901443905.474,172130484351.44,224817050287.716,296138478809.314,254146135524.442,285541641009.092,360604853942.68,396769758558.745,428126305473.803,371226373305.679,242227717816.721,235770454203.135,286768890077.267,293519350355.284,306476751568.252,298183618589.028,316023640167.648,
SAU,Saudi Arabia,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,,,,,,,,,678877952,754854111.111111,852665178.133333,958422767.250602,1230007492.1106,2116130796.76793,3829099876.90141,6796809438.25336,10786532747.0255,13594120066.9485,19477804090.7754,24221674575.6963,26146421606.3967,36027751376.201,40124582877.3117,38447003892.9088,36052340828.6039,33145048324.1303,30146703823.9265,30184135604.8064,27300434865.1535,32031497631.5087,34131924945.2603,45161082376.502,40772246275.0334,34973563311.0814,32724267690.2537,33624204886.5154,38660347129.506,43202937249.6662,41384533333.3333,41092000000,49014400000,50318666666.6667,49204533333.3333,52839466666.6667,59146133333.3333,70094206186.11729,83065954606.14149,85946897931.95461,92026133333.3333,95203929306.6667,106712736808.325,130149866666.667,146980941226.027,167605866666.667,197108217821.486,196303783007.934,166568578942.653,168260836992.269,196328944359.256,192342084476.383,202965892015.256,203664288051.259,
SGP,Singapore,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,53051092,68012544,77616624,90454720,92316736,101006144,115314256,125865672,147295184,183751470.01176,227296485.038547,282470926.434078,326121873.668338,399857777.777778,533165133.881338,590176043.333744,656728376.839708,700501861.7451839,811593014.67574,904397537.379068,1147889266.99163,1330842518.21409,1724381123.6806,1905093457.94393,2095693327.02319,2565843139.09334,2355302031.72583,2408468816.01911,2500759734.09307,2965215662.89008,3439111931.49772,4204978292.32996,4601104972.37569,5461876469.86013,6020950635.06612,7245449414.42077,8622198581.56028,8770743534.482759,8138742829.82792,8099351032.44838,10091821345.7077,10425126974.3819,10956774265.6093,11145333486.3965,11870133711.9867,12649303052.1509,14724715211.7817,16531086192.0244,19580394374.1607,19279271227.2259,23241290795.7462,25803227858.1651,26138433223.9738,29970910253.3365,30323415673.5854,31388420133.8377,32725588128.8455,34982620030.4149,37599866548.0427,38585984459.7566,42561208958.4692,45850465202.8284,
THA,Thailand,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),UMC,Upper middle income,IBD,IBRD,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,252197648,267161792,300766272,332405184,359519232,400673088,446538464,498076928,612307712,675865384.6153851,797019230.769231,849807692.3076921,892884615.3846149,1055798473.52086,1280239115.39084,1535381490.04137,1863177141.28852,2104058313.43964,2684044629.99297,3271380926.49457,3976919771.0535,4445702186.94433,4789848739.78809,5155499323.91598,5503523778.09928,5262473811.53139,5496959948.8952,5723482669.0718,6195564938.58203,6878764298.49817,8026186707.31469,9057836405.818911,11031570741.8475,14179449912.3209,16211848906.5606,19044880233.7529,21203265634.6798,18147575428.1141,14851134204.0745,17187791726.2791,17158965690.8939,16209345087.651,17690624556.2743,19683111323.238,22673013047.4561,25848841748.2801,29942373686.7114,36617233807.0931,41790005793.4819,45017470789.6564,53897341703.0395,59856813493.5081,65012627440.6349,68781162533.35941,68907012974.2178,68706570076.2387,69714956766.1291,74378900288.1573,81962321495.9982,87999330060.93871,89146665303.2399,91957557126.81889,
